strategy,metric,mean,stddev,sample_count
authoritative,subjective_diversity_calibrated,22.241764391091003,28.068761205363252,150
authoritative,subjective_follow_up_calibrated,24.71224628080691,30.171314110263438,150
authoritative,subjective_impression_calibrated,22.454357105129226,25.615704219165654,150
fluency,pawc,26.661898,29.496453838036057,150
fluency,word_score,27.352388,29.438683915165708,150
fluency,position_score,26.604488,29.218395475648535,150
fluency,subjective_relevance_calibrated,24.804848636207847,24.54327600565461,150
fluency,subjective_influence_calibrated,24.11812184842588,24.848959453089915,150
fluency,subjective_uniqueness_calibrated,25.767521215265937,25.187229002801033,150
fluency,subjective_diversity_calibrated,24.66202746114292,26.225871194303192,150
fluency,subjective_follow_up_calibrated,24.35043812984043,24.10267507540666,150
fluency,subjective_impression_calibrated,25.03458656502115,22.228662433780737,150
